id_municipio,id_municipio_nome,id_estacao,estacao,data_fundacao,latitude,longitude,altitude
5300108,Brasília,A001,Brasilia,2000-05-07,-15.78944444,-47.92583332,1160.96
5300108,Brasília,A042,Brazlandia,2017-07-19,-15.59972221,-48.1311111,1143.0
5300108,Brasília,A045,Aguas Emendadas,2008-10-03,-15.596491,-47.625801,1030.36
5300108,Brasília,A046,Gama (Ponte Alta),2014-10-01,-15.93527777,-48.13749999,990.0
5300108,Brasília,A047,Paranoa (Coopa-Df),2017-02-07,-16.012222,-47.557417,1043.0
5208707,Goiânia,A002,Goiania,2001-05-29,-16.642841,-49.220222,727.3
5213806,Morrinhos,A003,Morrinhos,2001-05-25,-17.745066,-49.101698,751.09
5218003,Porangatu,A005,Porangatu,2001-06-04,-13.30944444,-49.11749999,365.0
5220405,São Simão,A011,Sao Simao,2006-07-15,-18.969142,-50.633449,492.45
5212501,Luziânia,A012,Luziania,2006-10-21,-16.26055555,-47.96694443,1000.82
5201702,Aragarças,A013,Aragarcas,2007-07-13,-15.90277777,-52.24527777,327.35
5208905,Goiás,A014,Goias,2007-07-18,-15.93972221,-50.14138888,512.86
5210901,Itapaci,A015,Itapaci,2007-02-03,-14.97972221,-49.53999999,551.16
5211909,Jataí,A016,Jatai,2007-05-23,-17.923622,-51.717467,670.08
5218300,Posse,A017,Posse,2007-04-18,-14.08916666,-46.36638888,830.0
5208608,Goianésia,A022,Goianesia,2007-06-02,-15.22027777,-48.98999999,667.01
5204409,Caiapônia,A023,Caiaponia,2007-05-21,-16.96694443,-51.81749999,740.1
5200605,Alto Paraíso de Goiás,A024,Alto Paraiso De Goias,2007-06-04,-14.13305554,-47.52333332,1264.7
5218805,Rio Verde,A025,Rio Verde,2007-05-17,-17.78527777,-50.965,780.11
5213103,Mineiros,A026,Mineiros,2007-11-24,-17.45472222,-52.60111111,862.0
5216403,Paraúna,A027,Parauna,2008-03-29,-16.962536,-50.42545,678.74
5210208,Iporá,A028,Ipora,2013-06-24,-16.42305554,-51.14888888,610.41
5207402,Edéia,A029,Edeia,2017-08-26,-17.33694444,-49.91472222,608.0
5220207,São Miguel do Araguaia,A031,Sao Miguel Do Araguaia,2017-06-29,-12.82055554,-50.33583333,210.0
5213509,Monte Alegre de Goiás,A032,Monte Alegre De Goias,2007-06-07,-13.253521,-46.890326,551.33
5217401,Pires do Rio,A033,Pires Do Rio,2007-10-12,-17.30416666,-48.28416666,757.27
5205109,Catalão,A034,Catalao,2008-01-31,-18.154779,-47.927614,900.72
5211503,Itumbiara,A035,Itumbiara,2007-11-01,-18.409761,-49.192061,491.17
5206206,Cristalina,A036,Cristalina,2007-12-14,-16.78499999,-47.61305555,1211.08
5220603,Silvânia,A037,Silvania,2010-10-08,-16.67972221,-48.61805554,952.0
5206206,Cristalina,A056,Cristalina (Fazenda Santa Monica),2018-01-25,-16.39944444,-47.62583332,932.0
5002704,Campo Grande,A702,Campo Grande,2001-09-10,-20.447195,-54.722615,528.47
5006606,Ponta Porã,A703,Ponta Pora,2001-09-07,-22.5525,-55.71638888,668.0
5008305,Três Lagoas,A704,Tres Lagoas,2001-09-03,-20.78333333,-51.71222222,328.94
5004700,Ivinhema,A709,Ivinhema,2003-02-08,-22.30055555,-53.82277777,377.36
5006309,Paranaíba,A710,Paranaiba,2006-11-10,-19.69555555,-51.18166666,408.06
5003207,Corumbá,A717,Nhumirim,2006-08-02,-18.9886111,-56.62277777,102.26
5001102,Aquidauana,A719,Aquidauana,2006-11-01,-20.47555554,-55.78388888,151.35
5003306,Coxim,A720,Coxim,2006-11-06,-18.51222222,-54.7361111,251.48
5004502,Itaporã,A721,Dourados,2006-10-18,-22.19388888,-54.91138888,463.3
5002159,Bodoquena,A722,Miranda,2006-11-02,-20.39555555,-56.43166666,132.49
5006903,Porto Murtinho,A723,Porto Murtinho,2006-10-24,-21.70583333,-57.88666666,78.56
5003207,Corumbá,A724,Corumba,2006-10-26,-18.99667,-57.6375,111.73
5002951,Chapadão do Sul,A730,Chapadao Do Sul,2006-12-20,-18.80222222,-52.6025,820.82
5005400,Maracaju,A731,Maracaju,2006-12-15,-21.60916666,-55.17749999,388.94
5007695,São Gabriel do Oeste,A732,Sao Gabriel Do Oeste,2006-12-18,-19.42027777,-54.55305555,646.0
5002902,Cassilândia,A742,Cassilandia,2008-03-08,-19.12249999,-51.72083332,494.72
5007208,Rio Brilhante,A743,Rio Brilhante,2008-06-26,-21.774944,-54.528108,324.31
5005152,Juti,A749,Juti,2008-06-16,-22.85722222,-54.60555555,375.18
5000609,Amambai,A750,Amambai,2008-06-11,-23.0025,-55.32944443,433.59
5007703,Sete Quedas,A751,Sete Quedas,2008-06-03,-23.96694443,-55.02416666,398.4
5004601,Itaquiraí,A752,Itaquirai,2008-05-28,-23.449501,-54.181858,337.82
5007901,Sidrolândia,A754,Sidrolandia,2008-09-29,-20.98166666,-54.97194443,471.43
5000203,Água Clara,A756,Agua Clara,2010-08-14,-20.44444444,-52.87583332,323.63
5002100,Bela Vista,A757,Bela Vista,2011-08-09,-22.10166666,-56.54083333,206.09
5005004,Jardim,A758,Jardim,2011-08-04,-21.4786111,-56.13777777,252.47
5001904,Bataguassu,A759,Bataguassu,2013-03-21,-21.75,-52.47138888,392.13
5003256,Costa Rica,A760,Costa Rica,2012-12-04,-18.49277777,-53.17138888,727.34
5007935,Sonora,A761,Sonora,2012-11-30,-17.63527777,-54.76055555,495.25
5000856,Angélica,S701,Angelica,2018-04-09,-22.148083,-53.763736,347.0
5001243,Aral Moreira,S702,Aral Moreira,2018-04-13,-22.955028,-55.626,605.0
5001508,Bandeirantes,S703,Bandeirantes,2018-01-29,-19.94555555,-54.3686111,624.0
5002209,Bonito,S704,Bonito,2018-08-06,-21.24666666,-56.45055555,329.0
5002308,Brasilândia,S705,Brasilandia,2018-04-06,-21.29833333,-52.06888888,345.0
5002407,Caarapó,S706,Caarapo,2018-03-03,-22.657056,-54.819306,456.0
5002605,Camapuã,S707,Camapua,2018-02-19,-19.58749999,-54.02999999,540.0
5003801,Fátima do Sul,S708,Fatima Do Sul,2018-02-28,-22.30861111,-54.32583332,340.0
5004304,Iguatemi,S709,Iguatemi,2018-02-19,-23.64444444,-54.57027777,319.0
5004502,Itaporã,S710,Itapora,2018-02-26,-22.092833,-54.798833,360.0
5005251,Laguna Carapã,S711,Laguna Carapa,2018-04-12,-22.575389,-55.160333,499.0
5006002,Nova Alvorada do Sul,S712,Nova Alvorada Do Sul,2018-02-23,-21.450972,-54.341972,5.0
5006200,Nova Andradina,S713,Nova Andradina,2018-04-09,-22.0786111,-53.46583333,372.0
5006408,Pedro Gomes,S714,Pedro Gomes,2018-02-02,-18.07277777,-54.54888888,251.0
5007109,Ribas do Rio Pardo,S715,Ribas Do Rio Pardo,2018-01-18,-20.466694,-53.763028,442.0
5007554,Santa Rita do Pardo,S716,Santa Rita Do Pardo,2018-02-19,-21.305889,-52.820375,383.0
5007802,Selvíria,S717,Selviria,2018-04-05,-20.35138888,-51.43027777,374.0
5103403,Cuiabá,A901,Cuiaba,2002-12-08,-15.559295,-56.062951,241.56
5107958,Tangará da Serra,A902,Tangara Da Serra,2002-12-11,-14.65,-57.43166666,440.01
5107305,São José do Rio Claro,A903,S.j. Do Rio Claro,2003-02-25,-13.45388888,-56.67722221,339.59
5107925,Sorriso,A904,Sorriso,2002-12-16,-12.555,-55.72277777,379.31
5102637,Campo Novo do Parecis,A905,Campo Novo Dos Parecis,2002-12-13,-13.78583333,-57.8386111,525.41
5104104,Guarantã do Norte,A906,Guaranta Do Norte,2002-12-20,-9.9525,-54.89777777,283.58
5107602,Rondonópolis,A907,Rondonopolis,2003-11-17,-16.4625,-54.58027777,289.88
5100201,Água Boa,A908,Agua Boa,2006-12-16,-14.01638888,-52.21166666,440.0
5100300,Alto Araguaia,A909,Alto Araguaia,2011-09-22,-17.33944444,-53.22444443,753.28
5100805,Apiacás,A910,Apiacas,2006-10-24,-9.56333333,-57.3936111,217.75
5107875,Sapezal,A911,Sapezal,2017-10-20,-13.30388888,-58.76333333,105.0
5102678,Campo Verde,A912,Campo Verde,2006-11-21,-15.53138888,-55.13555555,748.27
5103304,Comodoro,A913,Comodoro,2006-11-28,-13.70805555,-59.7625,576.87
5105101,Juara,A914,Juara,2006-11-02,-11.28027777,-57.52666666,263.43
5106307,Paranatinga,A915,Paranatinga,2006-12-19,-14.42138888,-54.0361111,476.91
5107909,Sinop,A917,Sinop,2006-10-29,-11.98222221,-55.56611111,366.57
5103379,Cotriguaçu,A919,Cotriguacu,2007-05-28,-9.90638888,-58.57222221,265.0
5105150,Juína,A920,Juina,2006-11-24,-11.375126,-58.774785,365.39
5107859,São Félix do Araguaia,A921,Sao Felix  Do Araguaia,2007-10-19,-11.61888888,-50.72777777,201.37
5105507,Vila Bela da Santíssima Trindade,A922,Vila Bela Da Santissima Trindade,2006-12-01,-15.06277777,-59.87305554,213.0
5107040,Primavera do Leste,A923,Primavera Do Leste,2017-10-26,-15.57999999,-54.3811111,680.0
5100250,Alta Floresta,A924,Alta Floresta,2007-05-23,-10.07722221,-56.17916666,291.85
5102793,Carlinda,A926,Carlinda,2008-04-09,-9.97055554,-55.82749999,293.71
5101902,Brasnorte,A927,Brasnorte (Novo Mundo),2008-02-29,-12.52194443,-58.23138888,426.2
5108907,Nova Maringá,A928,Nova Maringa,2008-04-16,-13.0386111,-57.09222221,334.36
5106240,Nova Ubiratã,A929,Nova Ubirata,2008-04-13,-13.41111111,-54.75222222,466.48
5103858,Gaúcha do Norte,A930,Gaucha Do Norte,2008-06-04,-13.18472221,-53.2575,375.87
5107792,Santo Antônio do Leste,A931,Santo Antonio Do Leste,2008-05-30,-14.92777777,-53.8836111,664.21
5104203,Guiratinga,A932,Guiratinga,2008-01-24,-16.34166666,-53.76611111,525.43
5104609,Itiquira,A933,Itiquira,2008-08-14,-17.17499999,-54.50166666,593.12
5100607,Alto Taquari,A934,Alto Taquari,2008-01-29,-17.8411111,-53.28944444,862.42
5106851,Porto Estrela,A935,Porto Estrela,2008-05-30,-15.32472221,-57.22583332,147.75
5107750,Salto do Céu,A936,Salto Do Ceu,2008-01-24,-15.12472221,-58.12722221,300.83
5106752,Pontes e Lacerda,A937,Pontes E Lacerda,2008-01-30,-15.23444444,-59.3461111,272.53
5107354,São José do Xingu,A942,Sao Jose Do Xingu,2019-02-19,-10.48416666,-52.37249999,300.0
5107883,Serra Nova Dourada,A943,Serra Nova Dourada,2019-03-29,-11.98777777,-51.4261111,441.0
5107701,Rosário Oeste,A944,Rosario Oeste,2019-05-30,-14.82888888,-56.44194444,195.0
2704302,Maceió,A303,Maceio,2003-02-25,-9.55111111,-35.77027777,84.12
2706406,Pão de Açúcar,A323,Pao De Acucar,2007-07-14,-9.74916666,-37.43083332,20.83
2706307,Palmeira dos Índios,A327,Palmeira Dos Indios,2007-07-11,-9.42027777,-36.62027777,278.01
2700300,Arapiraca,A353,Arapiraca,2008-04-27,-9.80444444,-36.61916666,236.84
2702306,Coruripe,A355,Coruripe,2008-09-06,-10.1286111,-36.28638888,82.39
2708501,São Luís do Quitunde,A356,Sao Luis Do Quitunde,2008-09-08,-9.28749999,-35.56583333,13.69
2707107,Piranhas,A371,Piranhas,2017-09-20,-9.62222221,-37.76722221,187.0
2927408,Salvador,A401,Salvador,2000-05-13,-13.005515,-38.50576,47.56
2903201,Barreiras,A402,Barreiras,2001-12-20,-12.12472221,-45.02694443,474.17
2919553,Luís Eduardo Magalhães,A404,Luiz Eduardo Magalhaes,2002-04-18,-12.1525,-45.82972221,760.68
2906907,Caravelas,A405,Caravelas,2002-12-20,-17.73944444,-39.25861111,6.05
2909802,Cruz das Almas,A406,Cruz Das Almas,2003-01-19,-12.67555554,-39.08944444,219.76
2917607,Jaguaquara,A407,Itirucu,2003-02-09,-13.527828,-40.119752,757.42
2914703,Itaberaba,A408,Itaberaba,2003-01-29,-12.52416666,-40.29972221,250.11
2913606,Ilhéus,A410,Ilheus,2003-01-25,-14.658803,-39.181438,80.21
2919603,Macajuba,A412,Macajuba,2003-02-03,-12.13166666,-40.35416666,338.85
2910800,Feira de Santana,A413,Feira De Santana,2007-05-26,-12.1961111,-38.96749999,229.64
2933307,Vitória da Conquista,A414,Vitoria Da Conquista,2007-06-01,-14.88638888,-40.80138888,879.38
2928406,Santa Rita de Cássia,A415,Santa Rita De Cassia,2007-05-28,-11.00277777,-44.52499999,450.01
2909307,Correntina,A416,Correntina,2007-11-09,-13.33249999,-44.61749999,551.71
2903904,Bom Jesus da Lapa,A418,Bom Jesus Da Lapa,2007-05-18,-13.25111111,-43.40527777,447.75
2906907,Caravelas,A422,Abrolhos,2008-07-21,-17.96305555,-38.70333333,20.93
2926004,Remanso,A423,Remanso,2008-03-26,-9.62555554,-42.07722221,397.4
2914604,Irecê,A424,Irece,2008-03-31,-11.328998,-41.864504,768.42
2919306,Lençóis,A425,Lencois,2008-04-05,-12.557854,-41.388808,438.09
2911709,Guanambi,A426,Guanambi,2008-04-24,-14.20805555,-42.74972221,552.23
2925303,Porto Seguro,A427,Porto Seguro,2008-07-10,-16.38888888,-39.18249999,86.36
2930105,Senhor do Bonfim,A428,Senhor Do Bonfim,2008-03-27,-10.44305555,-40.14833333,532.09
2902708,Barra,A429,Barra,2008-05-12,-11.08472221,-43.13888888,407.5
2924306,Piatã,A430,Piata,2008-05-03,-13.155681,-41.774125,1283.95
2908606,Conde,A431,Conde,2008-04-07,-12.03583333,-37.68388888,31.9
2904753,Buritirama,A432,Buritirama,2008-05-15,-10.72305554,-43.65111111,506.06
2904605,Brumado,A433,Brumado,2008-04-28,-14.18194443,-41.67222221,473.37
2901007,Amargosa,A434,Amargosa,2008-07-11,-13.009468,-39.616881,397.8
2932002,Uauá,A435,Uaua,2008-05-20,-9.8336111,-39.49555555,450.6
2925808,Queimadas,A436,Queimadas,2008-05-23,-10.98472221,-39.61694443,310.11
2932507,Una,A437,Una,2008-06-25,-15.28027777,-39.09138888,74.08
2920700,Maraú,A438,Marau,2008-06-22,-13.90694444,-38.97222221,6.24
2913200,Ibotirama,A439,Ibotirama,2008-04-28,-12.19305555,-43.21333333,425.12
2917508,Jacobina,A440,Jacobina,2008-05-01,-11.205,-40.465,440.78
2930501,Serrinha,A441,Serrinha,2008-05-09,-11.66472222,-39.02305554,337.79
2910701,Euclides da Cunha,A442,Euclides Da Cunha,2008-03-31,-10.537233,-38.996605,431.96
2932457,Umburanas,A443,Delfino,2008-07-15,-10.455,-41.20694444,646.24
2932903,Valença,A444,Valenca,2009-06-29,-13.3436111,-39.12666666,93.12
2913903,Ipiaú,A445,Ipiau,2009-06-30,-14.17138888,-39.69249999,132.11
2916401,Itapetinga,A446,Itapetinga,2009-06-25,-15.24472221,-40.22944443,271.48
2927705,Santa Cruz Cabrália,A447,Belmonte,2009-07-02,-16.08805555,-39.21527777,89.67
2909901,Curaçá,A448,Curaca,2015-08-20,-9.00138888,-39.9125,370.0
2924405,Pilão Arcado,A449,Pilao Arcado,2016-05-28,-10.01833332,-42.50027777,385.0
2918100,Jeremoabo,A450,Jeremoabo,2015-08-13,-10.08083332,-38.34583333,261.0
2911105,Formosa do Rio Preto,A452,Formoso Do Rio Preto,2016-06-02,-11.05222222,-45.20083333,488.0
2915601,Itamaraju,A455,Itamaraju,2016-05-28,-17.00694444,-39.55805555,110.0
2927408,Salvador,A456,Salvador (Radio Farol),2018-03-10,-12.80833333,-38.49583333,31.0
2926509,Ribeira do Amparo,A458,Ribeira Do Amparo,2018-09-20,-11.05861111,-38.44416666,182.0
2304400,Fortaleza,A305,Fortaleza,2003-02-18,-3.815701,-38.537792,29.55
2312908,Sobral,A306,Sobral,2003-02-12,-3.74805555,-40.34583333,92.07
2305100,Guaramiranga,A314,Guaramiranga,2007-05-26,-4.26138888,-38.9311111,865.53
2301901,Barbalha,A315,Barbalha,2007-05-31,-7.30083333,-39.2711111,409.41
2305506,Iguatu,A319,Iguatu,2007-05-30,-6.39638888,-39.26888888,221.56
2313302,Tauá,A324,Taua,2007-07-12,-6.01749999,-40.28138888,410.87
2311405,Quixeramobim,A325,Quixeramobim,2007-07-09,-5.17444443,-39.28944444,221.04
2308708,Morada Nova,A332,Morada Nova,2007-08-24,-5.13666666,-38.35666666,45.03
2307007,Jaguaruana,A339,Jaguaruana,2007-11-10,-4.78694444,-37.76666666,49.0
2304103,Crateús,A342,Crateus,2008-12-11,-5.18666666,-40.67222221,298.19
2302701,Campos Sales,A347,Campos Sales,2008-03-07,-7.07777777,-40.36277777,577.95
2306900,Jaguaribe,A358,Jaguaribe,2008-09-10,-5.90555555,-38.62777777,149.31
2306405,Itapipoca,A359,Itapipoca,2008-09-05,-3.48416666,-39.5886111,104.49
2307809,Marco,A360,Acarau,2009-04-22,-3.1211111,-40.08722221,67.15
2313401,Tianguá,A368,Tiangua,2018-03-15,-3.73222221,-41.01194444,756.0
2311306,Quixadá,A369,Quixada,2018-03-20,-4.97888888,-39.05722222,193.0
2111300,São Luís,A203,Sao Luis,2003-01-29,-2.52666666,-44.21361111,54.8
2101400,Balsas,A204,Balsas,2007-10-26,-7.45555555,-46.02749999,271.03
2102804,Carolina,A205,Carolina,2007-12-04,-7.337269,-47.459839,182.88
2103208,Chapadinha,A206,Chapadinha,2008-09-17,-3.74277777,-43.35222222,104.0
2104800,Grajaú,A207,Grajau,2008-09-10,-5.81611111,-46.16222222,232.29
2105005,Humberto de Campos,A217,Farol De Santana,2008-11-28,-2.27083332,-43.62416666,9.87
2101707,Barreirinhas,A218,Preguicas,2008-11-22,-2.59222221,-42.7075,4.62
2112407,Turiaçu,A219,Turiacu,2008-06-10,-1.66111111,-45.37249999,35.86
2101202,Bacabal,A220,Bacabal,2008-07-09,-4.24305555,-44.79499999,22.33
2101608,Barra do Corda,A221,Barra Do Corda,2008-03-06,-5.50666666,-45.23694444,154.19
2103505,Colinas,A222,Colinas,2008-06-03,-6.03305554,-44.23333333,175.37
2100501,Alto Parnaíba,A223,Alto Parnaiba,2008-06-03,-9.10833333,-45.93194443,283.69
2104057,Estreito,A224,Estreito,2008-02-27,-6.65333333,-47.41833332,182.96
2105302,Imperatriz,A225,Imperatriz,2008-03-01,-5.555723,-47.459794,117.96
2103000,Caxias,A237,Caxias,2008-07-13,-4.82138888,-43.3436111,84.85
2102325,Buriticupu,A238,Buriticupu,2008-09-11,-4.32055554,-46.44944444,174.91
2114007,Zé Doca,A255,Ze Doca,2019-09-18,-3.26916666,-45.65111111,45.5
2501104,Areia,A310,Areia,2004-11-16,-6.975451,-35.718128,573.45
2504009,Campina Grande,A313,Campina Grande,2006-12-22,-7.225574,-35.904831,546.17
2507507,João Pessoa,A320,Joao Pessoa,2007-07-21,-7.16527777,-34.81555555,33.5
2510808,Patos,A321,Patos,2007-07-21,-7.07972221,-37.27277777,263.66
2516201,Sousa,A333,Sao Goncalo,2007-11-06,-6.835777,-38.311583,237.04
2509701,Monteiro,A334,Monteiro,2007-08-22,-7.89444444,-37.12472221,606.39
2503100,Cabaceiras,A348,Cabaceiras,2008-02-28,-7.48333333,-36.28638888,391.96
2508901,Mamanguape,A352,Camaratuba,2008-05-04,-6.56194444,-35.13527777,135.51
2507002,Itaporanga,A373,Itaporanga,2017-11-03,-7.31833332,-38.14083333,292.0
2611606,Recife,A301,Recife,2004-12-22,-8.05916666,-34.95916666,11.3
2611101,Petrolina,A307,Petrolina,2003-02-21,-9.388323,-40.523262,372.72
2601201,Arcoverde,A309,Arco Verde,2004-11-20,-8.4336111,-37.05555555,683.95
2606002,Garanhuns,A322,Garanhuns,2007-07-08,-8.91095,-36.493381,827.78
2614501,Surubim,A328,Surubim,2008-03-09,-7.83972221,-35.80111111,421.44
2603009,Cabrobó,A329,Cabrobo,2007-09-04,-8.504,-39.31528,342.74
2604106,Caruaru,A341,Caruaru,2007-11-21,-8.36527777,-36.02833332,852.0
2606606,Ibimirim,A349,Ibimirim,2008-10-14,-8.50944444,-37.71166666,434.23
2613909,Serra Talhada,A350,Serra Talhada,2008-07-09,-7.954277,-38.295082,499.02
2605707,Floresta,A351,Floresta,2008-09-15,-8.59888888,-38.58416666,327.42
2610004,Palmares,A357,Palmares,2008-09-04,-8.66666666,-35.56805554,164.01
2609907,Ouricuri,A366,Ouricuri,2010-08-11,-7.88583333,-40.10277777,457.85
2612208,Salgueiro,A370,Salgueiro,2017-09-15,-8.05805555,-39.0961111,447.0
2207702,Parnaíba,A308,Parnaiba,2003-02-06,-3.08666666,-41.78305554,52.11
2203909,Floriano,A311,Floriano,2004-11-18,-6.76138888,-43.00333333,126.39
2211001,Teresina,A312,Teresina,2004-11-24,-5.03472221,-42.80138888,75.23
2201903,Bom Jesus,A326,Bom Jesus Do Piaui,2007-07-17,-9.08333333,-44.32638888,296.0
2207801,Paulistana,A330,Paulistana,2007-08-31,-8.132288,-41.142945,376.0
2210003,São João do Piauí,A331,Sao Joao Do Piaui,2007-08-26,-8.36444444,-42.2525,231.0
2208403,Piripiri,A335,Piripiri,2007-08-31,-4.276047,-41.794568,157.89
2200459,Alvorada do Gurguéia,A336,Alvorada Do Gurgueia,2007-11-17,-8.44166666,-43.86555555,261.26
2202505,Caracol,A337,Caracol,2007-11-10,-9.28583333,-43.32444443,515.3
2208007,Picos,A343,Picos,2008-12-12,-7.0711111,-41.40416666,232.91
2210607,São Raimundo Nonato,A345,Sao Raimundo Nonato,2008-02-27,-9.03333333,-42.70111111,383.13
2211209,Uruçuí,A346,Urucui,2008-03-06,-7.44138888,-44.34499999,398.83
2207009,Oeiras,A354,Oeiras,2008-07-22,-6.97416666,-42.14694444,154.03
2202604,Castelo do Piauí,A361,Castelo Do Piaui,2009-04-20,-5.34916666,-41.51222222,268.75
2211308,Valença do Piauí,A363,Valenca Do Piaui,2009-04-18,-6.39916666,-41.73999999,313.39
2204402,Gilbués,A364,Gilbues,2009-05-16,-9.87527777,-45.34583333,425.1
2202307,Canto do Buriti,A365,Canto Do Buriti,2010-06-12,-8.117939,-42.975721,312.07
2202901,Corrente,A374,Corrente,2018-03-28,-10.42916666,-45.17305554,452.0
2201150,Baixa Grande do Ribeiro,A375,Baixa Grande Do Ribeiro,2018-03-23,-8.333531,-45.094625,519.0
2202208,Campo Maior,A376,Campo Maior,2018-11-23,-4.86416666,-42.14555555,125.0
2200608,Angical do Piauí,A377,Angical Do Piaui,2019-11-14,-6.08944444,-42.72749999,183.0
2408102,Natal,A304,Natal,2003-02-24,-5.83722221,-35.20805555,47.46
